id,x,y
359970,359,970
98197,98,197
368452,368,452
293475,293,475
582283,582,283
677883,677,883
845335,845,335
394572,394,572
630691,630,691
803489,803,489
362343,362,343
940319,940,319
480990,480,990
404537,404,537
719983,719,983
637040,637,40
772839,772,839
999111,999,111
503226,503,226
697688,697,688
110031,110,31
449995,449,995
676424,676,424
882540,882,540
77738,77,738
867092,867,92
730405,730,405
581645,581,645
942269,942,269
890738,890,738
67805,67,805
392130,392,130
770808,770,808
601985,601,985
930881,930,881
868668,868,668
30397,30,397
851407,851,407
498680,498,680
816010,816,10
48624,48,624
351094,351,94
887268,887,268
598549,598,549
147188,147,188
724484,724,484
61364,61,364
31703,31,703
792814,792,814
468700,468,700
173352,173,352
575102,575,102
971865,971,865
282498,282,498
489450,489,450
373518,373,518
451962,451,962
850702,850,702
454213,454,213
308205,308,205
774253,774,253
948384,948,384
311443,311,443
911784,911,784
816255,816,255
563745,563,745
327200,327,200
932245,932,245
246962,246,962
14128,14,128
584832,584,832
413005,413,5
101500,101,500
456337,456,337
459794,459,794
114515,114,515
470324,470,324
681836,681,836
220475,220,475
370522,370,522
445471,445,471
816821,816,821
211367,211,367
135661,135,661
779675,779,675
691566,691,566
164325,164,325
424308,424,308
385912,385,912
116006,116,6
295233,295,233
880506,880,506
919396,919,396
211086,211,86
987728,987,728
621118,621,118
101871,101,871
561260,561,260
324255,324,255
358078,358,78
96840,96,840
194315,194,315
843279,843,279
251194,251,194
446267,446,267
955102,955,102
246233,246,233
827254,827,254
248393,248,393
579530,579,530
280919,280,919
877850,877,850
975619,975,619
869026,869,26
246578,246,578
78116,78,116
432238,432,238
195646,195,646
248957,248,957
761370,761,370
552575,552,575
145895,145,895
954640,954,640
348829,348,829
846256,846,256
139636,139,636
272651,272,651
931301,931,301
576091,576,91
19112,19,112
889501,889,501
725161,725,161
448826,448,826
363163,363,163
559146,559,146
297130,297,130
70344,70,344
307874,307,874
975632,975,632
691044,691,44
487799,487,799
777083,777,83
178225,178,225
541331,541,331
996123,996,123
285871,285,871
65970,65,970
911977,911,977
685350,685,350
449431,449,431
346415,346,415
845658,845,658
930603,930,603
601439,601,439
666747,666,747
686474,686,474
504501,504,501
7789,7,789
260681,260,681
658904,658,904
423912,423,912
772630,772,630
468681,468,681
795731,795,731
696163,696,163
675109,675,109
916876,916,876
533989,533,989
821538,821,538
727338,727,338
96584,96,584
700351,700,351
41199,41,199
968658,968,658
43550,43,550
356199,356,199
435648,435,648
31993,31,993
57601,57,601
368228,368,228
83181,83,181
726111,726,111
658287,658,287
240465,240,465
184438,184,438
867927,867,927
320928,320,928
794589,794,589
317646,317,646
418322,418,322
332150,332,150
649460,649,460
485581,485,581
761475,761,475
640794,640,794
723922,723,922
179220,179,220
665190,665,190
686809,686,809
987765,987,765
645839,645,839
218870,218,870
194921,194,921
91613,91,613
481835,481,835
578381,578,381
833476,833,476
984565,984,565
351979,351,979
569624,569,624
582745,582,745
385965,385,965
693898,693,898
529279,529,279
279034,279,34
499349,499,349
317265,317,265
630200,630,200
749995,749,995
848271,848,271
187714,187,714
60598,60,598
986802,986,802
781959,781,959
157019,157,19
291382,291,382
820451,820,451
668667,668,667
916494,916,494
168823,168,823
376946,376,946
523621,523,621
53355,53,355
546203,546,203
736945,736,945
429981,429,981
63854,63,854
332882,332,882
830126,830,126
562281,562,281
641462,641,462
643368,643,368
378243,378,243
728656,728,656
298958,298,958
261266,261,266
656428,656,428
592493,592,493
845913,845,913
835684,835,684
294504,294,504
662192,662,192
80212,80,212
762870,762,870
938247,938,247
75006,75,6
554831,554,831
749747,749,747
867288,867,288
743153,743,153
723401,723,401
485997,485,997
641559,641,559
539947,539,947
661472,661,472
755586,755,586
466332,466,332
611731,611,731
138853,138,853
251647,251,647
662684,662,684
491337,491,337
447974,447,974
156491,156,491
82283,82,283
937897,937,897
207106,207,106
20890,20,890
358706,358,706
223195,223,195
245393,245,393
456376,456,376
697746,697,746
295727,295,727
198549,198,549
600629,600,629
641752,641,752
309093,309,93
707813,707,813
54436,54,436
245757,245,757
281388,281,388
666328,666,328
625968,625,968
484342,484,342
834617,834,617
346735,346,735
329920,329,920
740654,740,654
410323,410,323
125330,125,330
218305,218,305
855593,855,593
378419,378,419
926683,926,683
912858,912,858
213942,213,942
873226,873,226
102830,102,830
194596,194,596
577685,577,685
239964,239,964
887316,887,316
79028,79,28
919345,919,345
321789,321,789
699991,699,991
144114,144,114
285412,285,412
401219,401,219
487954,487,954
579860,579,860
382835,382,835
683879,683,879
299342,299,342
416714,416,714
340637,340,637
174896,174,896
725233,725,233
545146,545,146
517687,517,687
599515,599,515
902855,902,855
80041,80,41
344567,344,567
307434,307,434
604415,604,415
111383,111,383
909719,909,719
823680,823,680
12041,12,41
773944,773,944
8962,8,962
604102,604,102
189888,189,888
175833,175,833
512664,512,664
312495,312,495
298230,298,230
698487,698,487
165698,165,698
220258,220,258
126256,126,256
738045,738,45
825387,825,387
493492,493,492
217716,217,716
333617,333,617
239323,239,323
113713,113,713
672958,672,958
712359,712,359
539738,539,738
411667,411,667
984987,984,987
24507,24,507
554817,554,817
413018,413,18
575759,575,759
262719,262,719
354470,354,470
392827,392,827
889052,889,52
713449,713,449
568029,568,29
793601,793,601
768215,768,215
786023,786,23
311862,311,862
274419,274,419
892429,892,429
824737,824,737
401673,401,673
400995,400,995
615846,615,846
209635,209,635
396949,396,949
239561,239,561
580868,580,868
818792,818,792
440699,440,699
186700,186,700
308607,308,607
121831,121,831
152513,152,513
105155,105,155
32225,32,225
478168,478,168
755607,755,607
738360,738,360
487939,487,939
410537,410,537
998496,998,496
935593,935,593
274342,274,342
763096,763,96
805385,805,385
499297,499,297
202900,202,900
581011,581,11
739480,739,480
855426,855,426
785754,785,754
133720,133,720
293953,293,953
764467,764,467
784889,784,889
141637,141,637
169103,169,103
466150,466,150
619222,619,222
725274,725,274
574781,574,781
87542,87,542
515978,515,978
63931,63,931
923541,923,541
351230,351,230
385753,385,753
654417,654,417
505738,505,738
465651,465,651
292323,292,323
577101,577,101
330380,330,380
396194,396,194
487319,487,319
660262,660,262
322978,322,978
127469,127,469
167604,167,604
799502,799,502
838707,838,707
943425,943,425
638738,638,738
381504,381,504
612551,612,551
972479,972,479
913485,913,485
555555,555,555
882502,882,502
42316,42,316
125464,125,464
160543,160,543
879900,879,900
833588,833,588
540084,540,84
465956,465,956
92155,92,155
440893,440,893
244849,244,849
624171,624,171
906168,906,168
251922,251,922
736499,736,499
189416,189,416
164282,164,282
676402,676,402
422092,422,92
909863,909,863
719601,719,601
768425,768,425
549418,549,418
603121,603,121
347927,347,927
14934,14,934
249693,249,693
752528,752,528
295128,295,128
672193,672,193
156407,156,407
592341,592,341
900905,900,905
202081,202,81
892307,892,307
392457,392,457
77473,77,473
524652,524,652
377137,377,137
984476,984,476
977693,977,693
963851,963,851
487693,487,693
958150,958,150
332408,332,408
750787,750,787
221476,221,476
618652,618,652
814152,814,152
947463,947,463
64471,64,471
726565,726,565
250901,250,901
85037,85,37
514633,514,633
336383,336,383
910720,910,720
277895,277,895
7094,7,94
163321,163,321
712416,712,416
566737,566,737
353847,353,847
139601,139,601
619788,619,788
175018,175,18
374471,374,471
825131,825,131
111733,111,733
602010,602,10
201711,201,711
476690,476,690
941656,941,656
183407,183,407
823586,823,586
661819,661,819
321135,321,135
98245,98,245
163263,163,263
546929,546,929
176027,176,27
938678,938,678
881033,881,33
658081,658,81
725768,725,768
263181,263,181
584689,584,689
66184,66,184
294428,294,428
343054,343,54
461429,461,429
854567,854,567
540894,540,894
94489,94,489
676521,676,521
982762,982,762
218597,218,597
922302,922,302
425581,425,581
951741,951,741
909968,909,968
607950,607,950
968693,968,693
514936,514,936
455023,455,23
768755,768,755
53288,53,288
967821,967,821
826277,826,277
743301,743,301
855911,855,911
689084,689,84
868956,868,956
618196,618,196
746381,746,381
343570,343,570
49462,49,462
94843,94,843
674846,674,846
90006,90,6
119841,119,841
780608,780,608
686218,686,218
874249,874,249
898778,898,778
393367,393,367
136841,136,841
705754,705,754
512659,512,659
559886,559,886
776159,776,159
758587,758,587
226471,226,471
480830,480,830
607141,607,141
465898,465,898
912339,912,339
553793,553,793
944918,944,918
606910,606,910
7631,7,631
78133,78,133
103106,103,106
712173,712,173
571774,571,774
175812,175,812
996725,996,725
80905,80,905
868508,868,508
305132,305,132
449419,449,419
431589,431,589
833154,833,154
407718,407,718
635110,635,110
450668,450,668
254928,254,928
791835,791,835
319016,319,16
127013,127,13
285087,285,87
453161,453,161
942681,942,681
103259,103,259
372613,372,613
310474,310,474
989489,989,489
869523,869,523
489960,489,960
5954,5,954
640662,640,662
891233,891,233
689086,689,86
948169,948,169
899900,899,900
52631,52,631
770467,770,467
569397,569,397
654314,654,314
503454,503,454
670099,670,99
332086,332,86
609254,609,254
471682,471,682
786202,786,202
373103,373,103
616455,616,455
561059,561,59
31400,31,400
628322,628,322
911674,911,674
7311,7,311
776649,776,649
729251,729,251
742232,742,232
580097,580,97
614528,614,528
556696,556,696
416012,416,12
814902,814,902
806778,806,778
825062,825,62
886226,886,226
400192,400,192
907087,907,87
947666,947,666
570802,570,802
956289,956,289
799138,799,138
536541,536,541
398969,398,969
523447,523,447
204890,204,890
296992,296,992
625924,625,924
662723,662,723
486191,486,191
733221,733,221
194588,194,588
217345,217,345
529619,529,619
800477,800,477
682027,682,27
774974,774,974
431205,431,205
545041,545,41
672857,672,857
48796,48,796
936984,936,984
414350,414,350
295455,295,455
515953,515,953
69373,69,373
660751,660,751
484639,484,639
403460,403,460
364473,364,473
393707,393,707
749413,749,413
401953,401,953
10683,10,683
912086,912,86
384355,384,355
637995,637,995
82489,82,489
536947,536,947
30307,30,307
620028,620,28
388294,388,294
91178,91,178
214954,214,954
274388,274,388
489489,489,489
924269,924,269
136711,136,711
323784,323,784
510085,510,85
801064,801,64
376546,376,546
905571,905,571
97894,97,894
661535,661,535
425873,425,873
856981,856,981
122232,122,232
585830,585,830
10846,10,846
430631,430,631
341927,341,927
38379,38,379
892,0,892
430321,430,321
275065,275,65
620294,620,294
77875,77,875
136558,136,558
531870,531,870
523744,523,744
395942,395,942
282395,282,395
929738,929,738
377171,377,171
10084,10,84
299505,299,505
880670,880,670
685532,685,532
23145,23,145
104917,104,917
203411,203,411
657232,657,232
329995,329,995
219476,219,476
450875,450,875
356269,356,269
894709,894,709
659543,659,543
542139,542,139
764463,764,463
188834,188,834
65634,65,634
742522,742,522
438772,438,772
656862,656,862
133029,133,29
821004,821,4
558703,558,703
889013,889,13
594777,594,777
662855,662,855
977245,977,245
713350,713,350
164828,164,828
862954,862,954
339450,339,450
467631,467,631
462892,462,892
729539,729,539
791898,791,898
931317,931,317
38862,38,862
181206,181,206
228848,228,848
364054,364,54
870983,870,983
137895,137,895
338451,338,451
956181,956,181
146936,146,936
623637,623,637
291370,291,370
153905,153,905
740010,740,10
962458,962,458
391074,391,74
443134,443,134
531725,531,725
691330,691,330
592456,592,456
602444,602,444
920143,920,143
749509,749,509
599792,599,792
924481,924,481
309006,309,6
696602,696,602
610392,610,392
832892,832,892
604858,604,858
24017,24,17
16377,16,377
742629,742,629
522575,522,575
817931,817,931
510084,510,84
491452,491,452
709993,709,993
844965,844,965
165912,165,912
748805,748,805
354065,354,65
827183,827,183
20837,20,837
689938,689,938
662419,662,419
697471,697,471
812551,812,551
471386,471,386
433279,433,279
848768,848,768
505359,505,359
294916,294,916
426457,426,457
614154,614,154
943424,943,424
4199,4,199
573174,573,174
844323,844,323
41131,41,131
404294,404,294
287445,287,445
238672,238,672
632834,632,834
850716,850,716
966639,966,639
110861,110,861
212883,212,883
538719,538,719
974586,974,586
462315,462,315
880356,880,356
788615,788,615
856935,856,935
304150,304,150
962241,962,241
496276,496,276
445788,445,788
545547,545,547
103589,103,589
185638,185,638
519471,519,471
764833,764,833
288145,288,145
800718,800,718
348822,348,822
696786,696,786
486226,486,226
480483,480,483
170320,170,320
295818,295,818
312042,312,42
662804,662,804
382826,382,826
691414,691,414
152873,152,873
140008,140,8
35817,35,817
243664,243,664
617301,617,301
960216,960,216
484863,484,863
827190,827,190
132592,132,592
336534,336,534
206451,206,451
269921,269,921
673512,673,512
603746,603,746
497056,497,56
954989,954,989
458414,458,414
519680,519,680
293290,293,290
729328,729,328
220450,220,450
918622,918,622
859873,859,873
176354,176,354
325809,325,809
26052,26,52
307240,307,240
373990,373,990
233005,233,5
642311,642,311
390877,390,877
181639,181,639
154425,154,425
753251,753,251
621815,621,815
439698,439,698
885559,885,559
988162,988,162
243920,243,920
864884,864,884
620655,620,655
968234,968,234
436496,436,496
253068,253,68
838775,838,775
399965,399,965
711351,711,351
295815,295,815
276747,276,747
593634,593,634
72266,72,266
110366,110,366
85984,85,984
767815,767,815
38415,38,415
230050,230,50
304716,304,716
298557,298,557
188730,188,730
306301,306,301
104068,104,68
313012,313,12
438842,438,842
377042,377,42
753959,753,959
27197,27,197
828500,828,500
985358,985,358
102214,102,214
551970,551,970
557524,557,524
539912,539,912
275898,275,898
28524,28,524
963552,963,552
681320,681,320
384910,384,910
847192,847,192
869022,869,22
282066,282,66
903934,903,934
450816,450,816
694856,694,856
125270,125,270
521049,521,49
849134,849,134
141722,141,722
445443,445,443
527384,527,384
852213,852,213
874506,874,506
376941,376,941
900742,900,742
743146,743,146
233400,233,400
4487,4,487
710161,710,161
133343,133,343
420976,420,976
392990,392,990
806902,806,902
558530,558,530
528163,528,163
261385,261,385
217778,217,778
352658,352,658
335586,335,586
126211,126,211
475901,475,901
914797,914,797
504453,504,453
527485,527,485
454913,454,913
238481,238,481
139048,139,48
229243,229,243
513938,513,938
206702,206,702
856694,856,694
703427,703,427
865965,865,965
261914,261,914
713162,713,162
489435,489,435
981281,981,281
590375,590,375
706078,706,78
291847,291,847
97206,97,206
756366,756,366
606596,606,596
262072,262,72
951081,951,81
59211,59,211
343217,343,217
372127,372,127
732763,732,763
704453,704,453
176560,176,560
652185,652,185
261013,261,13
621377,621,377
769402,769,402
869342,869,342
590523,590,523
218310,218,310
311426,311,426
284825,284,825
53156,53,156
472003,472,3
23289,23,289
302902,302,902
954119,954,119
891350,891,350
956167,956,167
651163,651,163
788400,788,400
57160,57,160
974498,974,498
173717,173,717
129833,129,833
102033,102,33
749657,749,657
619088,619,88
739953,739,953
936755,936,755
314526,314,526
95667,95,667
7212,7,212
582784,582,784
195370,195,370
741668,741,668
436013,436,13
145839,145,839
201370,201,370
529556,529,556
990807,990,807
78543,78,543
999316,999,316
766713,766,713
267042,267,42
569164,569,164
608255,608,255
395158,395,158
458413,458,413
591190,591,190
245900,245,900
842865,842,865
326951,326,951
515864,515,864
51536,51,536
605882,605,882
312216,312,216
138687,138,687
927117,927,117
744419,744,419
979899,979,899
736061,736,61
67511,67,511
111703,111,703
648983,648,983
991386,991,386
314966,314,966
475483,475,483
270276,270,276
932965,932,965
880097,880,97
568471,568,471
27698,27,698
596828,596,828
823948,823,948
400802,400,802
480301,480,301
463691,463,691
580071,580,71
388794,388,794
773047,773,47
364215,364,215
870892,870,892
856013,856,13
975644,975,644
347687,347,687
918078,918,78
290658,290,658
425010,425,10
847719,847,719
164299,164,299
139835,139,835
441436,441,436
366608,366,608
637800,637,800
589329,589,329
716828,716,828
199695,199,695
152835,152,835
830019,830,19
451846,451,846
962554,962,554
539762,539,762
960516,960,516
285002,285,2
600509,600,509
410542,410,542
505258,505,258
38402,38,402
961105,961,105
551231,551,231
354465,354,465
430214,430,214
552230,552,230
28146,28,146
990902,990,902
880366,880,366
810734,810,734
608150,608,150
459044,459,44
624133,624,133
34710,34,710
430559,430,559
919848,919,848
410828,410,828
520773,520,773
495585,495,585
33144,33,144
214631,214,631
860037,860,37
717888,717,888
253762,253,762
855527,855,527
755411,755,411
804398,804,398
689851,689,851
113473,113,473
163129,163,129
643894,643,894
731671,731,671
175650,175,650
608926,608,926
114428,114,428
791655,791,655
642395,642,395
856747,856,747
726531,726,531
446843,446,843
680071,680,71
705879,705,879
958294,958,294
719812,719,812
665107,665,107
358987,358,987
243594,243,594
702493,702,493
326281,326,281
550106,550,106
63559,63,559
774767,774,767
197055,197,55
201358,201,358
662987,662,987
528499,528,499
868484,868,484
277672,277,672
70315,70,315
459765,459,765
535427,535,427
988391,988,391
202617,202,617
540940,540,940
487604,487,604
511261,511,261
840894,840,894
707168,707,168
603094,603,94
841446,841,446
839176,839,176
212822,212,822
565736,565,736
716984,716,984
683765,683,765
870576,870,576
241877,241,877
581433,581,433
193412,193,412
36210,36,210
775424,775,424
487360,487,360
521868,521,868
559052,559,52
998938,998,938
882040,882,40
15427,15,427
346207,346,207
941198,941,198
489254,489,254
141115,141,115
557082,557,82
526594,526,594
55535,55,535
640037,640,37
315021,315,21
740591,740,591
109091,109,91
140034,140,34
674662,674,662
199377,199,377
558094,558,94
756001,756,1
535555,535,555
435682,435,682
829317,829,317
195751,195,751
853787,853,787
425267,425,267
165094,165,94
176396,176,396
841474,841,474
573104,573,104
426226,426,226
4953,4,953
266210,266,210
546176,546,176
627751,627,751
515207,515,207
413523,413,523
772138,772,138
472168,472,168
710807,710,807
531625,531,625
742201,742,201
313313,313,313
525406,525,406
361269,361,269
228039,228,39
341536,341,536
380257,380,257
852417,852,417
965943,965,943
420173,420,173
431478,431,478
728358,728,358
29135,29,135
167389,167,389
95235,95,235
415858,415,858
137379,137,379
776865,776,865
543557,543,557
485926,485,926
256151,256,151
659943,659,943
558055,558,55
892147,892,147
413117,413,117
404232,404,232
105794,105,794
652423,652,423
415102,415,102
320402,320,402
886392,886,392
539860,539,860
804502,804,502
769273,769,273
255816,255,816
1008,1,8
807364,807,364
565041,565,41
860355,860,355
146210,146,210
285984,285,984
866100,866,100
642251,642,251
508582,508,582
609516,609,516
131080,131,80
130582,130,582
391177,391,177
117118,117,118
579396,579,396
82355,82,355
88482,88,482
731171,731,171
35971,35,971
852671,852,671
390072,390,72
914530,914,530
727527,727,527
782036,782,36
863108,863,108
780596,780,596
542250,542,250
839975,839,975
625820,625,820
177585,177,585
520462,520,462
816669,816,669
651417,651,417
379113,379,113
35673,35,673
244516,244,516
256466,256,466
302485,302,485
395189,395,189
278515,278,515
130417,130,417
961075,961,75
869740,869,740
431974,431,974
696172,696,172
916808,916,808
783139,783,139
387355,387,355
943135,943,135
418182,418,182
370453,370,453
586399,586,399
791682,791,682
515106,515,106
483587,483,587
181804,181,804
737148,737,148
999811,999,811
810848,810,848
501843,501,843
533269,533,269
868340,868,340
580669,580,669
460043,460,43
269541,269,541
163368,163,368
970532,970,532
608318,608,318
428644,428,644
531315,531,315
640648,640,648
885844,885,844
908755,908,755
355580,355,580
704106,704,106
636128,636,128
420409,420,409
55939,55,939
395082,395,82
292550,292,550
56773,56,773
936893,936,893
921780,921,780
294282,294,282
669604,669,604
620280,620,280
85407,85,407
260346,260,346
65763,65,763
920266,920,266
591658,591,658
708313,708,313
308916,308,916
393783,393,783
606670,606,670
99859,99,859
334982,334,982
219834,219,834
65298,65,298
786927,786,927
896214,896,214
487322,487,322
349250,349,250
552539,552,539
414817,414,817
599343,599,343
241207,241,207
138737,138,737
215532,215,532
332225,332,225
410489,410,489
807081,807,81
109660,109,660
99082,99,82
174299,174,299
848480,848,480
917884,917,884
44428,44,428
800379,800,379
48940,48,940
94712,94,712
608133,608,133
207169,207,169
958687,958,687
482652,482,652
55696,55,696
309110,309,110
390601,390,601
903391,903,391
395313,395,313
346200,346,200
537332,537,332
855621,855,621
213211,213,211
818848,818,848
167692,167,692
562095,562,95
85613,85,613
217610,217,610
928010,928,10
699989,699,989
70548,70,548
885799,885,799
570646,570,646
968939,968,939
156378,156,378
559233,559,233
845706,845,706
151051,151,51
592481,592,481
819143,819,143
717075,717,75
779918,779,918
50074,50,74
587499,587,499
398056,398,56
667427,667,427
528863,528,863
227395,227,395
126136,126,136
640961,640,961
562767,562,767
583838,583,838
714404,714,404
245037,245,37
350477,350,477
135902,135,902
617240,617,240
146868,146,868
655011,655,11
97025,97,25
321259,321,259
64251,64,251
718789,718,789
49841,49,841
751032,751,32
721901,721,901
317760,317,760
838103,838,103
993336,993,336
513634,513,634
197496,197,496
894510,894,510
931579,931,579
649500,649,500
809456,809,456
155604,155,604
861907,861,907
471736,471,736
684255,684,255
707177,707,177
26622,26,622
281141,281,141
676375,676,375
504581,504,581
424516,424,516
788480,788,480
318904,318,904
356602,356,602
885855,885,855
195884,195,884
26706,26,706
355154,355,154
211035,211,35
461336,461,336
501290,501,290
958483,958,483
827260,827,260
75431,75,431
768192,768,192
743509,743,509
150863,150,863
239927,239,927
9460,9,460
134415,134,415
780111,780,111
682764,682,764
827432,827,432
629396,629,396
153368,153,368
358635,358,635
442970,442,970
183879,183,879
159753,159,753
456970,456,970
598988,598,988
146140,146,140
459293,459,293
80990,80,990
107138,107,138
662096,662,96
450609,450,609
133143,133,143
357959,357,959
313081,313,81
383437,383,437
